title,magnitude,date,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,2003-01-22,0,7,unknown,0,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.104,"Cuyutlán, Mexico",Mexico
"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,2003-01-21,0,6,unknown,0,650,us,316,0.0,0.0,mwc,24.0,13.626,-90.774,"Puerto San José, Guatemala",Guatemala
"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,2003-01-20,0,6,unknown,0,820,us,457,0.0,0.0,mwc,33.0,-10.491,160.77,"Kirakira, Solomon Islands",Solomon Islands
"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",6.7,2003-10-01,0,5,unknown,0,691,us,323,0.0,0.0,mwb,71.9,-5.311,153.701,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.7 - New Ireland region, Papua New Guinea",6.7,2002-12-12,0,6,unknown,0,691,us,453,0.0,0.0,mwb,34.0,-4.786,153.275,"New Ireland region, Papua New Guinea",Papua New Guinea
"M 7.9 - 75 km E of Cantwell, Alaska",7.9,2002-03-11,8,9,unknown,0,1750,ak,0,0.0,0.0,mw,4.2,63.5141,-147.453,"Cantwell, Alaska",USA
"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,2002-02-11,0,7,unknown,0,842,us,418,0.0,0.0,mwb,30.0,2.824,96.085,"Sinabang, Indonesia",Indonesia
"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,2002-10-23,0,7,unknown,0,670,ak,0,0.0,0.0,mw,4.2,63.5144,-147.912,"Cantwell, Alaska",USA
"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,2002-10-10,0,7,unknown,0,691,us,250,0.0,0.0,ms,10.0,-1.511,133.973,"Manokwari, Indonesia",Indonesia
"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,2002-10-10,0,7,unknown,0,889,us,375,0.0,0.0,mwc,10.0,-1.757,134.297,"Manokwari, Indonesia",Indonesia
"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,2002-09-13,0,6,unknown,0,650,us,646,0.0,0.0,mwc,21.0,13.036,93.068,"Bamboo Flat, India",India region
"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,2002-08-09,0,7,unknown,0,889,us,428,0.0,0.0,mwc,13.0,-3.302,142.945,"Aitape, Papua New Guinea",Papua New Guinea
"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,2002-08-14,0,4,unknown,0,650,us,260,0.0,0.0,mwc,30.0,14.101,146.199,"San Jose Village, Northern Mariana Islands",Northern Mariana Islands
"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,2002-07-31,0,7,unknown,0,650,us,533,0.0,0.0,mwc,10.0,7.929,-82.793,"Punta de Burica, Panama",Panama
"M 6.5 - 59 km SSW of Abhar, Iran",6.5,2002-06-22,0,8,unknown,0,650,us,555,0.0,0.0,mwc,10.0,35.626,49.047,"Abhar, Iran",Iran
"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,2002-06-18,0,7,unknown,0,670,us,420,0.0,0.0,mwb,54.0,-30.805,-71.124,"Monte Patria, Chile",Chile
"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,2002-06-17,0,5,unknown,0,691,us,272,0.0,0.0,mwc,33.0,-12.592,166.383,"Sola, Vanuatu",Vanuatu region
"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,2002-04-26,0,7,unknown,0,776,us,257,0.0,0.0,mwc,85.7,13.088,144.619,"Merizo Village, Guam",USA
"M 6.7 - 31 km SW of Copiapó, Chile",6.7,2002-04-18,0,7,unknown,0,691,us,462,0.0,0.0,mwb,62.0,-27.535,-70.586,"Copiapó, Chile",Chile
"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,2002-04-18,0,6,unknown,0,711,us,292,0.0,0.0,mwc,24.9,16.985,-100.865,"Nuxco, Mexico",Mexico
"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,2002-03-31,0,6,unknown,0,776,us,550,0.0,0.0,mwc,32.8,24.279,122.179,"Hualien City, Taiwan",Taiwan
"M 6.5 - 107 km NE of Calama, Chile",6.5,2002-03-28,0,5,unknown,0,650,us,486,0.0,0.0,mwc,125.1,-21.663,-68.329,"Calama, Chile",Chile
"M 7.5 - Mindanao, Philippines",7.5,2002-05-03,0,7,unknown,0,865,us,321,0.0,0.0,mwc,31.0,6.033,124.249,"Mindanao, Philippines",Philippines
"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,2002-03-03,0,5,unknown,0,842,us,138,0.0,0.0,mwc,225.6,36.502,70.482,"Jurm, Afghanistan",Afghanistan
"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,2002-05-02,0,6,unknown,0,670,us,444,0.0,0.0,mwc,39.0,-5.345,151.248,"Kimbe, Papua New Guinea",Papua New Guinea
"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,2002-03-02,0,7,unknown,0,650,us,482,0.0,0.0,mwc,5.0,38.573,31.271,"Sultandagi, Turkey",Turkey
"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,2002-10-01,0,8,unknown,0,691,us,333,0.0,0.0,mwc,11.0,-3.212,142.427,"Aitape, Papua New Guinea",Papua New Guinea
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,2002-03-01,0,6,unknown,0,670,us,386,0.0,0.0,mwc,10.0,-17.664,168.004,"Port-Vila, Vanuatu",Vanuatu region
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,2002-02-01,0,6,unknown,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.856,"Port-Vila, Vanuatu",Vanuatu region
"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,2001-12-23,0,7,unknown,0,711,us,385,0.0,0.0,mwc,16.0,-9.613,159.53,"Malango, Solomon Islands",Solomon Islands
"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,2001-12-18,0,5,unknown,0,711,us,499,0.0,0.0,mwc,14.0,23.954,122.734,"Yonakuni, Japan",Japan
"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,2001-02-12,0,5,unknown,0,650,us,605,0.0,0.0,mwc,123.8,39.402,141.089,"Hanamaki, Japan",Japan
"M 7.8 - Southern Qinghai, China",7.8,2001-11-14,0,9,unknown,0,936,us,368,0.0,0.0,mwc,10.0,35.946,90.541,"Southern Qinghai, China",CHINA
"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7.0,2001-10-31,0,7,unknown,0,754,us,254,0.0,0.0,mwc,33.0,-5.912,150.196,"Kimbe, Papua New Guinea",Papua New Guinea
"M 7.5 - 155 km E of Kendari, Indonesia",7.5,2001-10-19,0,6,unknown,0,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,"Kendari, Indonesia",Indonesia
"M 7.0 - 69 km SSE of Inarajan Village, Guam",7.0,2001-12-10,0,6,unknown,0,754,us,482,0.0,0.0,mwc,37.0,12.686,144.98,"Inarajan Village, Guam",Guam
"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,2001-11-09,0,6,unknown,0,650,us,174,0.0,0.0,mwc,33.0,-0.578,133.13,"Manokwari, Indonesia",Indonesia
"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,2001-07-28,6,6,unknown,0,754,ak,0,0.0,0.0,mw,131.8,58.775,-154.701,"Kokhanok, Alaska",USA
"M 6.5 - 32 km WNW of Skýros, Greece",6.5,2001-07-26,0,8,unknown,0,650,us,483,0.0,0.0,mwc,10.0,39.059,24.244,"Skýros, Greece",Greece
"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,2001-07-07,0,7,unknown,0,889,us,398,0.0,0.0,mwc,33.0,-17.543,-72.077,"Punta de Bombón, Peru",Peru
"M 6.6 - 31 km S of Achanizo, Peru",6.6,2001-05-07,0,7,unknown,0,670,us,324,0.0,0.0,mwc,62.0,-16.086,-73.987,"Achanizo, Peru",Peru
"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,2001-06-26,0,6,unknown,0,691,us,422,0.0,0.0,mwc,24.0,-17.745,-71.649,"Pacocha, Peru",Peru
"M 8.4 - 6 km SSW of Atico, Peru",8.4,2001-06-23,0,8,unknown,0,1086,official,518,0.0,0.0,mww,33.0,-16.265,-73.641,"Atico, Peru",Peru
"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,2001-04-19,0,6,unknown,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.865,"Panguna, Papua New Guinea",Solomon Islands
"M 6.8 - 16 km SSW of Kure, Japan",6.8,2001-03-24,0,7,unknown,0,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,"Kure, Japan",Japan
"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,2001-03-19,0,6,unknown,0,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,"Ambon, Indonesia",Indonesia
"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,2001-02-28,7,7,unknown,0,1441,uw,67,0.0,31.0,md,51.798,47.149,-122.727,"Longbranch, Washington",USA
"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,2001-02-24,0,7,unknown,0,776,us,426,0.0,0.0,mwc,35.0,1.271,126.249,"Ternate, Indonesia",Indonesia
"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,2001-02-13,0,6,unknown,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.562,"Bengkulu, Indonesia",Indonesia
"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,2001-02-13,0,8,unknown,0,670,us,273,0.0,0.0,mwc,10.0,13.671,-88.938,"Cojutepeque, El Salvador",El Salvador
"M 7.7 - 17 km NW of Bhach?u, India",7.7,2001-01-26,0,9,unknown,0,912,us,472,0.0,0.0,mwc,16.0,23.419,70.232,"Bhachau, India",India region
"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,2001-01-16,0,6,unknown,0,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,"Bengkulu, Indonesia",Indonesia
"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,2001-01-13,0,8,unknown,0,912,us,427,0.0,0.0,mwc,60.0,13.049,-88.66,"Puerto El Triunfo, El Salvador",El Salvador
"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,2001-10-01,5,7,unknown,0,745,ak,0,0.0,0.0,mw,36.4,56.7744,-153.281,"Old Harbor, Alaska",USA
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,2001-09-01,0,7,unknown,0,776,us,372,0.0,0.0,mwb,103.0,-14.928,167.17,"Port-Olry, Vanuatu",Vanuatu region
"M 6.8 - Mindanao, Philippines",6.8,2001-01-01,0,5,unknown,0,711,us,64,0.0,0.0,mwc,33.0,6.631,126.899,"Mindanao, Philippines",Philippines
"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,2001-01-01,0,7,unknown,0,865,us,324,0.0,0.0,mwc,33.0,6.898,126.579,"Lukatan, Philippines",Philippines
